;******************************************************************************
;* PUGSY'S CHEATS Release Date: 14 SEP 2001 (Base release for MAME 0.54)      *
;*                                                                            *
;*  Cheat File *FULLY* compatible with *ALL* MAME versions mentioned above    *
;*      MOST OF THE CHEATS WILL WORK WITH EARLIER VERSIONS OF MAME TOO        *
;*       NOTE THIS IS A FINAL CHEAT FILE AND CAN BE REDISTRIBUTED!!!          *
;*  This CHEAT.DAT file was downloaded from Pugsy's MAME Cheat Page at:-      *
;*                        http://cheat.retrogames.com                         *
;*                                                                            *
;*  If you have any new cheats not included in this cheat file then PLEASE    *
;*  send them to:-         pugsy@usa.net                                      *
;*                                                                            *
;*  If this cheat.dat file is NOT of 'alpha' status then it can be freely     *
;*  distributed with any MAME compile or any frontend. All I ask is that you  *
;*  do not modify the cheat file in any way and that you mention or link to   *
;*  the website where you can find future updates...namely                    *
;*                    http://cheat.retrogames.com                             *
;*               CHEAT FILE STATUS = FINAL (DISTRIBUTABLE)                    *
;******************************************************************************
;
;Data for the cheat routine of Mame
;This file should be in the same directory as MAME.EXE (whichever platform).
;
;This file can be edited with a text editor, but keep the same format:
; all fields are separated by a colon (:)
;  -Name of the game (short name) [zip file or directory]
;  -No of the CPU usually 0, only different in multiple CPU games
;  -Address in Hexadecimal (where to poke)
;  -Data to put at this address in hexadecimal (what to poke)
;  -Special (see below) usually 000
;   -000 : the byte is poked every time and the cheat remains in active list.
;   -001 : the byte is poked once and the cheat is removed from active list.
;   -002 : the byte is poked every one second and the cheat remains in active
;          list.
;   -003 : the byte is poked every two seconds and the cheat remains in active
;          list.
;   -004 : the byte is poked every five seconds and the cheat remains in active
;          list.
;   -005 : the byte is poked one second after the original value has changed 
;          and the cheat remains in active list.
;   -006 : the byte is poked two seconds after the original value has changed
;          and the cheat remains in active list.
;   -007 : the byte is poked five seconds after the original value has changed
;          and the cheat remains in active list.
;   -008 : the byte is poked unless the original value in being decremented by
;          1 each frame and the cheat remains in active list.
;   -009 : the byte is poked unless the original value in being decremented by
;          2 each frame and the cheat remains in active list.
;   -010 : the byte is poked unless the original value in being decremented by
;          3 each frame and the cheat remains in active list.
;   -011 : the byte is poked unless the original value in being decremented by
;          4 each frame and the cheat remains in active list.
;   -020 : the bits are set every time and the cheat remains in active list.
;   -021 : the bits are set once and the cheat is removed from active list.
;   -022 : the bits are set every second and the cheat remains in active list.
;   -023 : the bits are set every two seconds and the cheat remains in active list.
;   -024 : the bits are set every five seconds and the cheat remains in active list.
;   -040 : the bits are reset every time and the cheat remains in active list.
;   -041 : the bits are reset once and the cheat is removed from active list.
;   -042 : the bits are reset every second and the cheat remains in active list.
;   -043 : the bits are reset every two seconds and the cheat remains in active list.
;   -044 : the bits are reset every five seconds and the cheat remains in active list.
;   -060 : the user selects a decimal value from 0 to byte
;          (display : 0 to byte) - the value is poked once when it changes and
;          the cheat is removed from the active list.
;   -061 : the user selects a decimal value from 0 to byte
;          (display : 1 to byte+1) - the value is poked once when it changes
;          and the cheat is removed from the active list.
;   -062 : the user selects a decimal value from 1 to byte
;          (display : 1 to byte) - the value is poked once when it changes and
;          the cheat is removed from the active list.
;   -063 : the user selects a BCD value from 0 to byte
;          (display : 0 to byte) - the value is poked once when it changes and
;          the cheat is removed from the active list.
;   -064 : the user selects a BCD value from 0 to byte
;          (display : 1 to byte+1) - the value is poked once when it changes
;          and the cheat is removed from the active list.
;   -065 : the user selects a BCD value from 1 to byte
;          (display : 1 to byte) - the value is poked once when it changes and
;          the cheat is removed from the active list.
;   -070 : the user selects a decimal value from 0 to byte
;          (display : 0 to byte) - the value is poked once and the cheat is
;          removed from the active list.
;   -071 : the user selects a decimal value from 0 to byte
;          (display : 1 to byte+1) - the value is poked once and the cheat is
;          removed from the active list.
;   -072 : the user selects a decimal value from 1 to byte
;          (display : 1 to byte) - the value is poked once and the cheat is
;          removed from the active list.
;   -073 : the user selects a BCD value from 0 to byte
;          (display : 0 to byte) - the value is poked once and the cheat is
;          removed from the active list.
;   -074 : the user selects a BCD value from 0 to byte
;          (display : 1 to byte+1) - the value is poked once and the cheat is
;          removed from the active list.
;   -075 : the user selects a BCD value from 1 to byte
;          (display : 1 to byte) - the value is poked once and the cheat is
;          removed from the active list.
;   -100 : constantly pokes the value to the selected CPU's ROM region, adjusting for 
;          endian issues.
;   -101 : pokes the value to the selected CPU's ROM region, adjusting for endian
;          issues, and the cheat is removed from the active list.
;   -102 : constantly pokes the value to the selected CPU's ROM region.
;   -103 : pokes the value to the selected CPU's ROM region and the cheat is
;	    removed from the active list.
;   -110 : pokes the value to the memory mapped to the memory handler, adjusting for 
;          endian issues.
;   -111 : pokes the value to the memory mapped to the memory handler, adjusting for
;          endian issues, and the cheat is removed from the active list.
;   -112 : pokes the value to the memory mapped to the memory handler
;   -113 : pokes the value to the memory mapped to the memory handler, and the cheat
;          is removed from the active list.
;   -500 to 613: These cheat types are identical to types 000 to 113 except
;                they are used in linked cheats (i.e. of 1/8 type). The first
;                cheat in the link list will be the normal type (eg type 000)
;                and the remaining cheats (eg 2/8...8/8) will be of this type 
;                (eg type 500). The '' part with the first cheat should
;                normally be shown as the cheat engine treats it all as one!
;   -998 : this is used as a watch cheat, ideal for showing answers in quiz
;          games .
;   -999 : this is used for comments only, cannot be enabled/selected by the
;          user. Normally surrounded by square brackets.
;  -Description of the cheat (normally 29 characters max)
;  -Extra Description line for above (1024 characters max)
;******************************************************************************
;NOTES: The cheat descriptions use the following terms, this is what they
;       actually mean:
;
;Get+Now! means the cheat is a type 01 cheat and so it is a temporary cheat - 
;         it changes the memory and then deactivates. Type 01 is ideal for 
;         getting a particular weapon or feature, also needed for a Finish 
;         Level Now! cheat.
;
;Always   means the cheat is permanent (several cheat types) idea for always
;         having a certain weapon or feature eg always have 3 rainbows on 
;         Rainbow Islands.
;
;Infinite means exactly what it says - you will have an inexhaustible supply of
;         the named item be it lives, time, ammo or something else. On some
;         rare occasions you may need to deactivate the cheat before you can 
;         finish a level, if this need to be done you will see F5 at the end
;         of the cheat description. NB: If using this cheat.dat with a version
;         of MAME before 34B6 you will need to use F7 instead of F5. And it may
;         even be F6 now!
;
;Select current level  - Select a level and you can progress to it by losing a
;                        life. You should only activate this type of cheat 
;                        during game play or according to the comments.
;
;Select next level - Select a level and when you complete the current level you
;                    will progress straight to the selected level. You can also
;                    activate this on the title/attract screens though the
;                    effects cannot always be guaranteed! (you will either
;                    start on the selected level or the next level after the
;                    selected one or level 1). A far better method if you want
;                    to select the starting level from the title screen is to 
;                    use the method that I thought of for Metrocross. See 
;                    Metrocross remarks for info.
;Select Score - This cheat allows you to select your score or/and the other 
;               player's score, ideal for sports games where you need a certain
;               score to win and/or progress. It must ONLY be activated during
;               game play. Also note the score may not display correctly until
;               the score has changed properly!                      
;
;******************************************************************************

;******************************************************************************
;*                                                                            *
;*                 Main Cheats - Base Reference of MAME 0.54                  *
;*     ONLY CHEATS FOR GAMES IN THE *RELEASED* MAME 0.54 BINARY GO HERE       *
;*                          START OF MAME 0.54 CHEATS                         *
;*                                                                            *
;******************************************************************************

; [ 005 ]
005:0:C80B:99:000:Infinite Credits
005:0:E382:0A:000:Infinite Lives PL1
005:0:E383:0A:000:Infinite Lives PL2

; [ 1941 - Counter Attack (World) ]
1941:0:FF0D59:09:000:Infinite Credits
1941:0:FF0DA5:07:000:Infinite Rolls PL1
1941:0:FF0DFA:01:000:Invincibility PL1
1941:0:FF0DE7:99:000:Infinite Weapon Time PL1
1941:0:FF0DC8:00:000:Always have Normal Fire PL1
1941:0:FF0DC8:01:000:Always have M. Gun PL1
1941:0:FF0DC8:02:000:Always have S. Shell PL1
1941:0:FF0DC8:03:000:Always have Missile PL1
1941:0:FFC578:06:000:Extreme Firepower PL1
1941:0:FF0DC8:00:001:Get Normal Fire Now! PL1
1941:0:FF0DC8:01:001:Get M. Gun Now! PL1
1941:0:FF0DC8:02:001:Get S. Shell Now! PL1
1941:0:FF0DC8:03:001:Get Missile Now! PL1
1941:0:FF0DA7:07:000:Infinite Rolls PL2
1941:0:FF0DFB:01:000:Invincibility PL2
1941:0:FF0DE8:99:000:Infinite Weapon Time PL2
1941:0:FF0DCB:00:000:Always have Normal Fire PL2
1941:0:FF0DCB:01:000:Always have M. Gun PL2
1941:0:FF0DCB:02:000:Always have S. Shell PL2
1941:0:FF0DCB:03:000:Always have Missile PL2
1941:0:FFC57C:07:000:Extreme Firepower PL2
1941:0:FF0DCB:00:001:Get Normal Fire Now! PL2
1941:0:FF0DCB:01:001:Get M. Gun Now! PL2
1941:0:FF0DCB:02:001:Get S. Shell Now! PL2
1941:0:FF0DCB:03:001:Get Missile Now! PL2

; [ 1941 - Counter Attack (Japan) ]
1941j:0:FF0D59:09:000:Infinite Credits
1941j:0:FF0DA5:07:000:Infinite Rolls PL1
1941j:0:FF0DFA:01:000:Invincibility PL1
1941j:0:FF0DE7:99:000:Infinite Weapon Time PL1
1941j:0:FF0DC8:00:000:Always have Normal Fire PL1
1941j:0:FF0DC8:01:000:Always have M. Gun PL1
1941j:0:FF0DC8:02:000:Always have S. Shell PL1
1941j:0:FF0DC8:03:000:Always have Missile PL1
1941j:0:FFC578:06:000:Extreme Firepower PL1
1941j:0:FF0DC8:00:001:Get Normal Fire Now! PL1
1941j:0:FF0DC8:01:001:Get M. Gun Now! PL1
1941j:0:FF0DC8:02:001:Get S. Shell Now! PL1
1941j:0:FF0DC8:03:001:Get Missile Now! PL1
1941j:0:FF0DA7:07:000:Infinite Rolls PL2
1941j:0:FF0DFB:01:000:Invincibility PL2
1941j:0:FF0DE8:99:000:Infinite Weapon Time PL2
1941j:0:FF0DCB:00:000:Always have Normal Fire PL2
1941j:0:FF0DCB:01:000:Always have M. Gun PL2
1941j:0:FF0DCB:02:000:Always have S. Shell PL2
1941j:0:FF0DCB:03:000:Always have Missile PL2
1941j:0:FFC57C:07:000:Extreme Firepower PL2
1941j:0:FF0DCB:00:001:Get Normal Fire Now! PL2
1941j:0:FF0DCB:01:001:Get M. Gun Now! PL2
1941j:0:FF0DCB:02:001:Get S. Shell Now! PL2
1941j:0:FF0DCB:03:001:Get Missile Now! PL2

; [ 1942 (set 1) ]
1942:0:E018:01:001:Infinite Credits
1942:0:E010:09:500:Infinite Credits (2/3)
1942:0:E011:09:500:Infinite Credits (3/3)
1942:0:E101:06:000:Infinite Lives
1942:0:E09B:06:000:Infinite Loops/Rs 
1942:0:E0A5:02:000:Invincibility
1942:0:E164:00:000:Always have Normal Fire
1942:0:E164:80:000:Always have Power Up Fire
1942:0:E164:00:001:Get Normal Fire Now!
1942:0:E164:80:001:Get Power Up Fire Now!
1942:0:E103:1E:001:Goto Last level next
1942:0:E103:1F:001:Goto Last level on life lost
1942:0:E103:1F:071:Select current level
1942:0:E155:63:000:Always get 99%
1942:0:E165:64:500:Always get 99% (2/2)

; [ 1942 (set 2) ]
1942a:0:E018:01:001:Infinite Credits
1942a:0:E010:09:500:Infinite Credits (2/3)
1942a:0:E011:09:500:Infinite Credits (3/3)
1942a:0:E101:06:000:Infinite Lives
1942a:0:E09B:06:000:Infinite Loops/Rs
1942a:0:E0A5:02:000:Invincibility
1942a:0:E164:00:000:Always have Normal Fire
1942a:0:E164:80:000:Always have Power Up Fire
1942a:0:E164:00:001:Get Normal Fire Now!
1942a:0:E164:80:001:Get Power Up Fire Now!
1942a:0:E103:1E:001:Goto Last level next
1942a:0:E103:1F:001:Goto Last level on life lost
1942a:0:E103:1F:071:Select current level
1942a:0:E155:63:000:Always get 99%
1942a:0:E165:64:500:Always get 99% (2/2)

; [ 1942 (set 3) ]
1942b:0:E018:01:001:Infinite Credits
1942b:0:E010:09:500:Infinite Credits (2/3)
1942b:0:E011:09:500:Infinite Credits (3/3)
1942b:0:E101:06:000:Infinite Lives
1942b:0:E09B:06:000:Infinite Loops/Rs
1942b:0:E0A5:02:000:Invincibility
1942b:0:E164:00:000:Always have Normal Fire
1942b:0:E164:80:000:Always have Power Up Fire
1942b:0:E164:00:001:Get Normal Fire Now!
1942b:0:E164:80:001:Get Power Up Fire Now!
1942b:0:E103:1E:001:Goto Last level next
1942b:0:E103:1F:001:Goto Last level on life lost
1942b:0:E103:1F:071:Select current level
1942b:0:E155:63:000:Always get 99%
1942b:0:E165:64:500:Always get 99% (2/2)

; [ 1943 - The Battle of Midway (US) ]
1943:0:E312:09:000:Infinite Credits
1943:0:E12B:11:000:Infinite Loops 
1943:0:E450:0E:061:Select next level
1943:0:F206:40:000:Infinite Energy PL1
1943:0:F257:63:000:Infinite Weapon Time PL1 
1943:0:F251:00:000:Always have Normal Fire PL1
1943:0:F251:01:000:Always have Auto Gun PL1
1943:0:F251:02:000:Always have Shot Gun PL1
1943:0:F251:03:000:Always have Mega Shot Gun PL1
1943:0:F251:04:000:Always have Three Way Gun PL1
1943:0:F251:08:000:Always have Shell Gun PL1
1943:0:F251:10:000:Always have Laser Gun PL1
1943:0:F251:00:001:Get Normal Fire Now! PL1
1943:0:F251:01:001:Get Auto Gun Now! PL1
1943:0:F251:02:001:Get Shot Gun Now! PL1
1943:0:F251:03:001:Get Mega Shot Gun Now! PL1
1943:0:F251:04:001:Get Three Way Gun Now! PL1
1943:0:F251:08:001:Get Shell Gun Now! PL1
1943:0:F251:10:001:Get Laser Gun Now! PL1
1943:0:F204:01:000:Twin Planes ON PL1
1943:0:F210:14:500:Twin Planes ON PL1 (2/2)
1943:0:F204:00:001:Twin Planes OFF PL1
1943:0:F210:07:501:Twin Planes OFF PL1 (2/2)
1943:0:F286:40:000:Infinite Energy PL2
1943:0:FD27:63:000:Infinite Weapon Time PL2 
1943:0:F2D1:00:000:Always have Normal Fire PL2
1943:0:F2D1:01:000:Always have Auto Gun PL2
1943:0:F2D1:02:000:Always have Shot Gun PL2
1943:0:F2D1:03:000:Always have Mega Shot Gun PL2
1943:0:F2D1:04:000:Always have Three Way Gun PL2
1943:0:F2D1:08:000:Always have Shell Gun PL2
1943:0:F2D1:10:000:Always have Laser Gun PL2
1943:0:F2D1:00:001:Get Normal Fire Now! PL2
1943:0:F2D1:01:001:Get Auto Gun Now! PL2
1943:0:F2D1:02:001:Get Shot Gun Now! PL2
1943:0:F2D1:03:001:Get Mega Shot Gun Now! PL2
1943:0:F2D1:04:001:Get Three Way Gun Now! PL2
1943:0:F2D1:08:001:Get Shell Gun Now! PL2
1943:0:F2D1:10:001:Get Laser Gun Now! PL2
1943:0:F284:01:000:Twin Planes ON PL2
1943:0:F290:14:500:Twin Planes ON PL2 (2/2)
1943:0:F284:00:001:Twin Planes OFF PL2
1943:0:F290:07:501:Twin Planes OFF PL2 (2/2)

; [ 1943 - The Battle of Midway (Japan) ]
1943j:0:E312:09:000:Infinite Credits
1943j:0:E12B:11:000:Infinite Loops
1943j:0:E450:0E:061:Select next level
1943j:0:F206:40:000:Infinite Energy PL1
1943j:0:F257:63:000:Infinite Weapon Time PL1 
1943j:0:F251:00:000:Always have Normal Fire PL1
1943j:0:F251:01:000:Always have Auto Gun PL1
1943j:0:F251:02:000:Always have Shot Gun PL1
1943j:0:F251:03:000:Always have Mega Shot Gun PL1
1943j:0:F251:04:000:Always have Three Way Gun PL1
1943j:0:F251:08:000:Always have Shell Gun PL1
1943j:0:F251:10:000:Always have Laser Gun PL1
1943j:0:F251:00:001:Get Normal Fire Now! PL1
1943j:0:F251:01:001:Get Auto Gun Now! PL1
1943j:0:F251:02:001:Get Shot Gun Now! PL1
1943j:0:F251:03:001:Get Mega Shot Gun Now! PL1
1943j:0:F251:04:001:Get Three Way Gun Now! PL1
1943j:0:F251:08:001:Get Shell Gun Now! PL1
1943j:0:F251:10:001:Get Laser Gun Now! PL1
1943j:0:F204:01:000:Twin Planes ON PL1
1943j:0:F210:14:500:Twin Planes ON PL1 (2/2)
1943j:0:F204:00:001:Twin Planes OFF PL1
1943j:0:F210:07:501:Twin Planes OFF PL1 (2/2)
1943j:0:F286:40:000:Infinite Energy PL2
1943j:0:FD27:63:000:Infinite Weapon Time PL2 
1943j:0:F2D1:00:000:Always have Normal Fire PL2
1943j:0:F2D1:01:000:Always have Auto Gun PL2
1943j:0:F2D1:02:000:Always have Shot Gun PL2
1943j:0:F2D1:03:000:Always have Mega Shot Gun PL2
1943j:0:F2D1:04:000:Always have Three Way Gun PL2
1943j:0:F2D1:08:000:Always have Shell Gun PL2
1943j:0:F2D1:10:000:Always have Laser Gun PL2
1943j:0:F2D1:00:001:Get Normal Fire Now! PL2
1943j:0:F2D1:01:001:Get Auto Gun Now! PL2
1943j:0:F2D1:02:001:Get Shot Gun Now! PL2
1943j:0:F2D1:03:001:Get Mega Shot Gun Now! PL2
1943j:0:F2D1:04:001:Get Three Way Gun Now! PL2
1943j:0:F2D1:08:001:Get Shell Gun Now! PL2
1943j:0:F2D1:10:001:Get Laser Gun Now! PL2
1943j:0:F284:01:000:Twin Planes ON PL2
1943j:0:F290:14:500:Twin Planes ON PL2 (2/2)
1943j:0:F284:00:001:Twin Planes OFF PL2
1943j:0:F290:07:501:Twin Planes OFF PL2 (2/2)

; [ 1943 Kai ]
1943kai:0:E312:09:000:Infinite Credits
1943kai:0:E12B:11:000:Infinite Loops
1943kai:0:E451:08:061:Select next level
1943kai:0:F206:40:000:Infinite Energy PL1
1943kai:0:F257:63:000:Infinite Weapon Time PL1
1943kai:0:F251:00:000:Always have Normal Fire PL1
1943kai:0:F251:01:000:Always have Auto Gun PL1
1943kai:0:F251:02:000:Always have Shot Gun PL1
1943kai:0:F251:03:000:Always have Mega Shot Gun PL1
1943kai:0:F251:04:000:Always have Three Way Gun PL1
1943kai:0:F251:08:000:Always have Shell Gun PL1
1943kai:0:F251:10:000:Always have Laser Gun PL1
1943kai:0:F251:30:000:Always have Laser+ Gun PL1
1943kai:0:F251:00:001:Get Normal Fire Now! PL1
1943kai:0:F251:01:001:Get Auto Gun Now! PL1
1943kai:0:F251:02:001:Get Shot Gun Now! PL1
1943kai:0:F251:03:001:Get Mega Shot Gun Now! PL1
1943kai:0:F251:04:001:Get Three Way Gun Now! PL1
1943kai:0:F251:08:001:Get Shell Gun Now! PL1
1943kai:0:F251:10:001:Get Laser Gun Now! PL1
1943kai:0:F251:30:001:Get Laser+ Gun Now! PL1
1943kai:0:F204:01:000:Twin Planes ON PL1
1943kai:0:F210:14:500:Twin Planes ON PL1 (2/2)
1943kai:0:F204:00:001:Twin Planes OFF PL1
1943kai:0:F210:07:501:Twin Planes OFF PL1 (2/2)
1943kai:0:F286:40:000:Infinite Energy PL2
1943kai:0:FD27:63:000:Infinite Weapon Time PL2 
1943kai:0:F2D1:00:000:Always have Normal Fire PL2
1943kai:0:F2D1:01:000:Always have Auto Gun PL2
1943kai:0:F2D1:02:000:Always have Shot Gun PL2
1943kai:0:F2D1:03:000:Always have Mega Shot Gun PL2
1943kai:0:F2D1:04:000:Always have Three Way Gun PL2
1943kai:0:F2D1:08:000:Always have Shell Gun PL2
1943kai:0:F2D1:10:000:Always have Laser Gun PL2
1943kai:0:F2D1:30:000:Always have Laser+ Gun PL2
1943kai:0:F2D1:00:001:Get Normal Fire Now! PL2
1943kai:0:F2D1:01:001:Get Auto Gun Now! PL2
1943kai:0:F2D1:02:001:Get Shot Gun Now! PL2
1943kai:0:F2D1:03:001:Get Mega Shot Gun Now! PL2
1943kai:0:F2D1:04:001:Get Three Way Gun Now! PL2
1943kai:0:F2D1:08:001:Get Shell Gun Now! PL2
1943kai:0:F2D1:10:001:Get Laser Gun Now! PL2
1943kai:0:F2D1:30:001:Get Laser+ Gun Now! PL2
1943kai:0:F284:01:000:Twin Planes ON PL2
1943kai:0:F290:14:500:Twin Planes ON PL2 (2/2)
1943kai:0:F284:00:001:Twin Planes OFF PL2
1943kai:0:F290:07:501:Twin Planes OFF PL2 (2/2)

; [ 19XX: The War Against Destiny (US 951207) ]
19xx:0:FF4D15:09:000:Infinite Credits
19xx:0:FF82EC:06:000:Infinite Lives PL1
19xx:0:FF8305:06:000:Infinite Smart Bombs PL1
19xx:0:FF8244:02:000:Invincibility PL1
19xx:0:FF82F2:FF:500:Invincibility PL1 (2/2)
19xx:0:FF83EC:06:000:Infinite Lives PL2
19xx:0:FF8405:06:000:Infinite Smart Bombs PL2
19xx:0:FF8344:02:000:Invincibility PL2
19xx:0:FF83F2:FF:500:Invincibility PL2 (2/2)
19xx:0:000000:00:999:[These are the codes to set the machine region - the   ]
19xx:0:000000:00:999:[effectiveness may vary! You have to enable these ASAP ]
19xx:0:000000:00:999:[- ON or before the ROM check screen!!                 ]
19xx:0:FF4D6E:00:000:Region Switch = USA
19xx:0:FF4D6E:01:000:Region Switch = Japan
19xx:0:FF4D6E:02:000:Region Switch = Asia
19xx:0:FF4D6E:03:000:Region Switch = Hispanic
19xx:0:FF4D6E:04:000:Region Switch = Euro
19xx:0:FF4D6E:05:000:Region Switch = Brazil

; [ 19XX: The War Against Destiny (Hispanic 951218) ]
19xxh:0:FF4D15:09:000:Infinite Credits
19xxh:0:FF82EC:06:000:Infinite Lives PL1
19xxh:0:FF8305:06:000:Infinite Smart Bombs PL1
