#Version
1.8.0.2

#Music Category
5

#Width
18

#Height
18

#Sprite Water Layer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

#Sprite Background Layer
0,0,0,0,0,0,245,253,253,253,253,244,0,0,0,0,0,0
0,0,0,0,245,253,265,241,241,241,241,266,253,244,0,0,0,0
0,0,0,245,265,241,241,241,241,241,241,241,241,266,244,0,0,0
0,0,245,265,241,241,241,241,241,241,241,241,241,241,266,244,0,0
0,0,255,241,241,267,264,241,241,267,264,241,241,241,241,254,0,0
0,0,255,241,241,266,265,241,241,266,265,241,241,241,241,254,0,0
0,245,265,241,241,241,241,241,241,241,241,241,241,241,241,266,244,0
245,265,241,241,241,241,241,241,241,241,241,241,241,241,241,241,266,244
255,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,254
255,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,254
255,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,254
255,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,254
