#Version
1.8.0.2

#Music Category
6

#Width
40

#Height
20

#Sprite Water Layer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

#Sprite Background Layer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,61,61,61,61,61,61,61,61,61,61
0,0,0,125,133,124,0,0,0,0,125,133,133,133,133,124,0,0,0,0,0,125,133,133,133,127,133,124,0,75,61,61,61,61,61,61,61,61,61,61
0,0,125,145,121,146,133,124,0,125,145,121,121,121,121,146,133,124,0,125,133,145,121,121,121,161,121,134,0,75,61,61,61,61,61,61,61,61,61,61
0,125,145,121,121,121,121,146,133,145,121,121,121,121,121,121,121,134,0,135,121,121,121,121,121,121,121,146,124,62,72,84,61,61,61,61,61,61,61,61
0,135,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,134,0,135,121,121,121,121,121,121,121,121,134,0,0,62,84,61,61,61,61,61,61,61
0,135,121,121,121,121,121,121,121,121,121,121,121,121,121,121,147,123,0,135,121,121,121,121,121,121,121,121,134,0,0,0,62,72,84,61,61,61,61,61
0,135,121,121,121,121,121,121,121,121,121,121,121,121,121,147,123,0,0,122,132,144,121,121,121,121,121,121,134,0,365,373,364,0,62,84,61,61,61,61
0,135,121,121,121,121,121,121,121,121,121,121,121,121,147,123,365,373,373,373,364,135,121,121,121,121,121,121,134,365,385,361,374,0,65,85,61,61,61,61
0,122,144,121,121,121,121,121,121,121,121,121,147,132,123,365,385,361,361,361,374,122,144,121,121,121,121,121,134,375,361,361,374,65,85,61,61,61,61,61
0,0,135,121,121,121,121,121,121,121,147,132,123,0,365,385,361,361,361,361,374,0,129,158,121,121,121,121,134,375,361,361,374,75,61,61,61,61,61,61
0,0,122,132,132,144,121,121,147,132,123,0,0,0,375,361,361,361,387,372,363,125,145,121,121,121,121,121,134,375,361,387,363,75,61,61,61,61,61,61
0,0,0,0,0,122,132,132,123,0,0,0,0,0,362,384,361,387,363,125,133,145,121,121,121,121,121,121,134,369,403,368,0,75,61,61,61,61,61,61
0,0,0,0,0,0,185,193,193,184,0,0,0,0,0,362,372,363,125,145,121,121,121,121,121,121,121,121,134,375,361,386,364,75,61,61,61,61,61,61
0,0,0,185,193,193,205,181,181,206,193,184,0,0,0,0,125,133,145,121,121,121,121,121,121,121,121,121,134,375,361,361,374,62,84,61,61,61,61,61
0,0,185,205,181,181,181,181,181,181,181,206,184,0,0,125,145,121,121,121,121,121,121,121,121,121,121,121,134,375,361,361,374,0,62,72,84,61,61,61
0,0,195,181,181,181,181,181,181,181,181,181,206,184,125,145,121,121,121,121,121,121,121,121,121,121,121,121,134,362,384,361,374,0,0,0,69,103,103,103
0,0,195,181,181,181,181,181,181,181,181,181,181,194,135,121,121,121,121,121,121,121,121,121,121,121,121,147,123,0,362,372,363,0,65,73,85,61,61,61
0,0,182,204,181,181,181,181,181,181,181,181,181,194,135,121,121,121,121,121,121,121,121,121,121,147,132,123,0,0,0,0,65,73,85,61,61,61,61,61
0,0,0,182,192,192,192,204,181,181,181,181,207,183,122,132,144,121,121,121,121,121,121,147,132,123,0,0,0,0,0,65,85,61,61,61,61,61,61,61
0,0,0,0,0,0,0,182,192,192,192,192,183,0,0,0,122,132,132,132,132,132,132,123,0,0,0,0,0,0,0,75,61,61,61,61,61,61,61,61

#Sprite Foreground Layer
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,305,15,3,1,1,1,1,306,1,1,1,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,0,0,0,0,16,746,747,0,2,0,904,0,0,784,0,802,902,2
0,0,0,790,0,0,0,0,0,0,0,901,0,901,0,0,790,0,789,0,0,0,0,903,0,0,2,790,0,0,4,1,1,1,307,0,904,860,0,2
0,0,0,608,808,0,910,0,0,0,0,784,6,1,1,1,1,13,303,15,1,1,1,1,1,1,5,0,0,0,0,0,0,901,2,0,0,2,915,309
0,0,808,2,901,910,846,1,1,1,302,1,5,0,905,0,905,0,789,0,0,0,903,0,0,909,2,0,0,0,0,0,0,0,4,1,308,5,0,2
0,0,0,2,901,901,0,0,808,0,2,808,2,0,901,0,0,0,0,0,0,909,0,857,0,902,2,903,0,790,0,0,0,0,0,0,2,0,802,2
0,0,808,300,0,0,301,1,1,1,5,0,2,783,0,0,0,0,790,0,0,0,0,4,1,1,304,0,0,0,0,756,0,0,0,0,2,0,904,2
0,0,0,2,808,0,2,905,0,0,2,905,923,0,0,0,0,0,0,732,0,0,0,790,0,0,2,902,0,0,0,768,0,790,0,0,2,784,0,2
0,0,0,4,1,1,5,0,808,856,5,0,0,0,0,0,790,6,1,744,790,0,0,0,902,909,849,0,0,0,0,2,0,0,0,0,310,904,802,2
0,0,790,0,808,0,0,901,0,0,0,0,0,0,0,0,801,2,0,801,0,0,0,0,0,905,2,0,0,0,921,5,0,0,0,904,2,784,0,922
0,0,0,0,0,0,808,0,0,0,0,0,734,735,0,0,846,5,0,790,0,0,0,0,905,0,2,905,0,790,2,0,0,0,784,0,2,0,904,2
0,0,0,789,0,0,0,0,0,0,789,0,0,0,790,0,801,0,0,0,0,0,906,313,1,1,5,906,0,0,12,0,0,0,0,850,5,1,3,5
0,0,0,0,0,0,0,0,0,0,0,0,789,0,0,0,0,0,0,0,0,906,907,2,0,906,2,0,0,0,2,0,0,0,784,0,790,0,2,902
0,0,0,0,0,0,0,786,0,0,0,0,0,0,789,0,0,0,0,905,909,6,1,5,906,907,2,906,0,0,920,3,0,0,0,918,1,1,739,0
789,0,790,748,900,6,1,1,1,316,0,0,0,0,0,0,0,0,0,0,906,2,908,2,907,0,314,0,0,0,0,2,0,0,0,14,0,0,2,0
