#Version
1.8.0.2

#Music Category
1

#Width
30

#Height
21

#Sprite Water Layer
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5

#Sprite Background Layer
241,241,241,301,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241
241,267,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,264,241
241,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,313,304,0,0,255,241
241,254,0,0,0,0,0,0,0,0,0,0,0,0,305,313,313,313,304,0,0,0,305,325,301,314,0,0,255,241
241,254,0,0,305,313,313,304,0,305,313,313,313,313,325,301,301,301,326,304,0,305,325,301,301,326,304,0,255,241
241,254,0,0,315,301,301,326,313,325,301,301,301,301,301,301,301,301,301,326,313,325,301,301,301,301,314,0,255,241
241,254,0,0,302,324,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,314,0,255,241
241,254,0,0,0,302,324,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,327,303,0,255,241
241,254,0,305,313,313,325,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,314,0,0,255,241
241,254,0,315,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,326,304,0,255,241
241,254,0,315,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,314,0,255,241
241,254,0,302,324,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,327,324,301,301,314,0,255,241
241,254,0,0,302,324,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,326,310,312,312,303,0,255,241
241,254,0,0,0,315,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,326,304,0,0,0,255,241
241,254,0,0,0,302,312,324,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,326,304,0,0,255,241
241,254,0,0,0,0,0,302,324,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,314,0,0,255,241
241,254,0,0,0,0,0,0,302,312,312,324,301,301,301,301,327,312,312,312,312,324,301,301,301,314,0,0,255,241
241,254,0,0,0,0,0,0,0,0,0,302,312,312,312,312,303,0,0,0,0,302,312,312,312,303,0,0,255,241
241,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,241
241,266,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,265,241
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241

#Sprite Foreground Layer
835,81,81,848,0,911,0,799,0,911,0,0,856,81,81,81,305,81,81,81,81,81,81,81,81,81,81,81,81,306
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,0,0,0,0,0,0,0,0,0,0,0,0,82
787,0,0,790,0,789,0,0,0,0,0,789,0,790,0,0,776,0,0,0,0,790,0,0,0,0,790,0,0,82
787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,0,0,0,789,0,0,0,848,0,0,789,0,82
799,0,789,0,0,0,0,0,789,0,0,0,0,0,0,904,82,0,0,0,0,0,0,906,82,0,0,0,0,82
728,0,0,0,0,609,83,0,0,790,758,0,0,906,0,0,82,905,0,790,0,0,904,0,82,906,0,0,0,849
799,0,0,0,0,0,84,300,81,81,770,83,790,0,0,812,303,81,81,81,83,900,0,857,85,904,0,790,0,82
799,0,0,0,789,0,0,0,905,0,0,82,0,0,905,0,82,812,0,0,82,790,0,801,82,0,0,0,0,82
799,0,790,0,0,0,0,790,0,0,906,82,801,0,0,900,82,900,0,906,82,0,905,0,82,0,0,834,0,82
787,0,0,0,904,0,801,86,81,301,81,85,81,81,302,81,85,0,0,0,307,81,81,81,308,0,0,98,0,82
787,0,0,0,0,857,81,85,0,0,790,82,790,0,844,0,0,0,905,0,82,0,0,801,82,905,0,88,95,309
787,0,0,0,790,0,0,801,0,905,0,82,0,906,0,0,900,790,0,801,82,906,0,0,82,904,0,98,0,82
0,0,0,0,0,0,906,0,0,0,801,82,801,0,0,905,0,0,0,906,82,0,0,0,88,97,97,89,0,82
