#Version
1.8.0.2

#Music Category
7

#Width
27

#Height
19

#Sprite Water Layer
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0
6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

#Sprite Background Layer
373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373,373
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361
372,384,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361
0,375,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361
0,375,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361
0,375,361,361,361,361,361,361,361,361,361,387,372,372,372,372,372,372,372,384,361,361,361,361,361,361,361
373,381,403,403,396,361,397,403,403,403,403,382,373,373,373,373,373,373,373,370,372,372,372,384,361,361,361
361,361,361,361,401,361,401,361,361,361,361,361,361,361,361,361,361,361,361,374,0,0,0,362,372,372,372
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,386,373,373,373,373,373,373,373
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361
361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361
372,372,372,384,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361
0,0,0,362,372,384,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361
0,0,0,0,0,362,372,384,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361,361
0,0,0,0,0,0,0,362,372,372,372,372,384,361,361,361,361,361,361,361,361,361,361,361,361,361,361
0,0,0,0,0,0,0,0,0,0,0,0,362,372,372,372,372,384,361,361,361,361,361,361,361,361,361
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,372,384,361,361,361,361,361,361,361
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,372,372,384,361,361,361,361
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,372,384,361,361

#Sprite Foreground Layer
710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710,710
722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722,722
0,0,0,915,0,913,0,802,0,807,0,807,0,807,0,807,0,807,802,807,0,909,0,0,802,749,905
0,0,860,141,141,143,141,141,724,141,141,141,141,141,306,141,141,141,141,307,141,141,143,0,0,761,906
0,0,915,0,0,142,0,0,0,807,0,807,802,807,0,807,0,807,0,807,909,0,142,0,909,142,906
0,0,0,913,802,142,915,0,915,0,915,711,711,711,711,0,0,0,0,0,0,802,308,141,141,922,905
710,710,710,710,0,142,0,710,710,710,710,723,723,723,723,711,711,711,711,0,0,0,0,0,0,0,802
722,722,722,722,0,305,0,722,722,722,722,723,723,723,723,723,723,723,723,711,711,711,711,0,0,0,0
800,0,915,0,0,142,0,915,0,0,913,0,913,915,913,723,723,723,723,723,723,723,723,711,711,711,711
0,801,0,0,916,142,0,0,146,141,141,304,141,141,141,141,921,143,913,723,723,723,723,723,723,723,723
0,0,0,0,0,142,802,0,142,916,0,142,0,916,0,0,915,142,0,0,0,913,913,723,723,723,723
0,802,0,0,801,144,141,141,145,0,0,856,802,0,0,915,0,144,141,302,0,802,0,915,0,0,915
0,0,0,0,0,0,0,800,142,0,801,0,0,146,141,921,141,145,0,142,916,146,141,141,141,300,0
0,0,0,0,0,0,0,0,142,0,0,0,801,142,711,711,711,711,916,142,0,142,0,0,916,142,0
0,0,0,802,0,0,0,0,148,157,303,157,155,145,723,723,723,723,0,144,141,301,0,800,0,142,916
0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,802,0,801,0,802,0,0,142,0
0,0,0,0,0,0,0,802,0,0,158,0,0,0,0,802,0,0,0,0,0,0,0,801,0,609,800
0,802,0,0,0,0,0,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,0,0,0,802,0,801

#Connections
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,2,2,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,5,2,2,10,2,2,2,2,2,6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,2,2,7,0,0,1,0,0,0,0,0,9,2,6,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,2,2,3,0,1,0,5,2,2,2,6,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,0,0,0,0,4,2,10,2,2,3,0,0,0,0,0,4,2,3,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

#Tile Types
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,0,2,0,0,0,14,0,0,0,0,0,15,0,0,0,0,16,0,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
